model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,elapsed_ms,sum_correct,above_count,below_count,equal_count,above_indices,equal_indices,mean_correct,max_above_correct,below_has_zero,no_negatives
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,15,1808,1808,4096,1.0,1.0,4581,891,4923.905332994764,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,17,3254,362,4096,1.0,1.0,4640,819,4463.58420800243,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,16,0,3616,4096,1.0,1.0,4517,897,4935.321709002892,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,17,0,3616,4096,1.0,1.0,4517,930,4594.8599580005975,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,17,2712,904,4096,1.0,1.0,4620,955,5212.59479100263,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,18,3254,362,4096,1.0,1.0,4640,767,4353.247792001639,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,16,1808,1808,4096,1.0,1.0,4581,924,5212.037040997529,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,17,1808,1808,4096,1.0,1.0,4581,1024,5840.3346670020255,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,15,3254,362,4096,1.0,1.0,4640,1012,5728.271250001853,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,16,3254,362,4096,1.0,1.0,4640,1015,5639.581292001822,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,coord_first,19,904,2712,4096,1.0,1.0,4555,936,6073.0812909969245,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,18,1808,1808,4096,1.0,1.0,4581,949,5241.259041999001,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,17,0,3616,4096,1.0,1.0,4517,900,4929.553540998313,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,18,0,3616,4096,1.0,1.0,4517,915,4570.338792000257,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,18,2712,904,4096,1.0,1.0,4620,949,5575.938957998005,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,17,3254,362,4096,1.0,1.0,4640,1007,5587.842332999571,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,18,3254,362,4096,1.0,1.0,4640,1024,5760.241458003293,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,17,1808,1808,4096,1.0,1.0,4581,924,4946.584624995012,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,18,2712,904,4096,1.0,1.0,4620,899,4885.3016670036595,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,coord_first,19,3254,362,4096,1.0,1.0,4640,900,4844.835832998797,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,reason_first,19,1808,1808,4096,1.0,1.0,4581,939,5359.62925000058,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,18,0,3616,4096,1.0,1.0,4517,986,5151.077041999088,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,18,1808,1808,4096,1.0,1.0,4581,1006,5773.364417000266,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,reason_first,19,2712,904,4096,1.0,1.0,4620,1024,5781.518167001195,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.75,coord_first,19,2712,904,4096,1.0,1.0,4620,920,5267.879791004816,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.9,reason_first,19,3254,362,4096,1.0,1.0,4640,918,7424.596332995861,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.25,reason_first,19,904,2712,4096,1.0,1.0,4555,1024,8350.996207998833,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,reason_first,19,0,3616,4096,1.0,1.0,4517,843,4776.023958998849,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.5,coord_first,19,1808,1808,4096,1.0,1.0,4581,986,5667.473499997868,1,1,1,1,1,1,1,1,1,1
claude-haiku-4-5-20251001,anthropic,0.0,coord_first,19,0,3616,4096,1.0,1.0,4517,1024,5592.333625005267,1,1,1,1,1,1,1,1,1,1
