model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,elapsed_ms,sum_correct,above_count,below_count,equal_count,above_indices,equal_indices,mean_correct,max_above_correct,below_has_zero,no_negatives
gemini-2.0-flash,google,0.0,reason_first,19,0,3616,4096,0.9,0.9,4397,1024,6392.921624996234,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,16,904,2712,4096,0.9,0.9,4397,1024,6271.2658749951515,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,17,904,2712,4096,0.9,0.9,4397,1024,5786.832333003986,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,19,2712,904,4096,1.0,1.0,4391,992,5955.211416003294,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,19,904,2712,4096,0.9,0.9,4397,1024,5933.889833002468,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,18,904,2712,4096,1.0,1.0,4397,847,4943.139834009344,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,18,0,3616,4096,0.9,0.9,4397,1024,6104.143250006018,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,19,3254,362,4096,1.0,1.0,4391,901,5114.9011660018,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,19,0,3616,4096,0.9,0.9,4397,1024,5675.778124990757,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,18,2712,904,4096,0.9,0.9,4391,1024,5769.129874999635,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,19,2712,904,4096,0.9,0.9,4391,1024,5770.642791001592,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,19,904,2712,4096,1.0,1.0,4397,966,5516.736417004722,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,17,3254,362,4096,0.9,0.9,4391,919,5053.07087500114,1,0,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,18,3254,362,4096,1.0,1.0,4391,890,5447.680583994952,1,1,1,1,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,19,3254,362,4096,1.0,1.0,4391,969,5897.99908400164,1,1,1,1,1,1,1,1,1,1
